gene	AF5	AF4	AF3	AF2	FUNC	SYN
OR4C16	106	17	5	9	386	117
OR4C3	60	13	3	0	256	94
OR4C46	103	21	7	8	404	131
OR4C4P	1	0	0	0	1	0
OR4C5	57	11	8	5	150	61
OR4C6	73	15	5	1	278	101
OR4D1	42	8	5	2	173	70
OR4D10	52	9	1	1	203	82
OR4D11	55	10	3	1	218	76
OR4D2	46	11	6	3	194	72
OR4D5	61	17	3	1	205	84
OR4D6	50	19	6	8	208	74
OR4D9	65	11	8	1	241	82
OR4E2	54	14	2	3	219	71
OR4F15	51	7	4	1	219	65
OR4F17	12	4	0	0	18	14
OR4F21	12	11	2	0	25	4
OR4F4	63	14	3	1	113	37
OR4F5	53	9	4	4	94	34
OR4F6	60	7	5	0	230	69
OR4K1	73	18	5	5	268	81
OR4K13	49	12	4	1	211	75
OR4K14	49	11	2	2	202	70
OR4K15	60	17	3	7	262	94
OR4K17	55	10	2	2	267	87
OR4K2	63	14	4	1	253	78
OR4K5	60	14	6	2	249	78
OR4L1	61	7	10	8	244	85
OR4M1	70	19	4	2	265	90
OR4M2	59	25	6	5	243	79
OR4N2	76	18	4	5	258	84
OR4N4	62	26	8	8	250	86
OR4N5	60	14	8	0	236	72
OR4P4	57	14	4	2	196	68
OR4Q2	56	12	4	2	135	68
OR4Q3	73	12	8	3	289	104
OR4S1	55	18	2	1	266	101
OR4S2	56	16	7	3	209	46
OR4X1	70	7	7	4	288	88
OR4X2	82	9	4	1	311	104
OR51A2	57	11	7	10	169	62
OR51A4	47	8	4	9	225	73
OR51A7	49	9	3	2	212	64
OR51B2	62	8	2	5	234	62
OR51B4	59	12	5	4	226	67
OR51B5	57	14	6	8	267	90
OR51B6	60	11	4	15	265	79
OR51C1P	1	0	0	0	2	0
OR51D1	59	12	3	4	248	88
OR51E1	56	9	7	2	215	69
OR51E2	74	12	1	0	259	100
OR51F1	69	12	6	9	227	82
OR51F2	63	14	5	1	234	84
OR51G1	69	14	8	6	251	80
OR51G2	70	14	3	2	244	76
OR51H1P	71	15	5	1	190	68
OR51I1	67	16	7	6	259	84
OR51I2	78	9	2	8	262	75
OR51J1	62	15	8	7	188	68
OR51L1	50	11	3	4	188	78
OR51M1	67	12	9	6	266	91
OR51Q1	73	12	4	9	287	96
OR51S1	61	10	3	6	235	83
OR51T1	79	9	3	1	243	93
OR51V1	53	14	4	5	263	96
OR52A1	48	6	1	4	194	65
OR52A5	64	13	3	1	233	59
OR52B1P	59	8	3	2	159	51
OR52B2	52	20	3	2	238	66
OR52B4	62	8	4	1	239	90
OR52B6	55	12	2	6	211	76
OR52D1	61	7	7	3	236	78
OR52E1	5	7	3	4	19	10
OR52E2	64	15	5	5	233	63
OR52E4	61	11	2	5	231	75
OR52E6	65	13	9	8	261	84
OR52E8	62	14	9	2	240	85
OR52H1	63	3	9	5	222	67
OR52I1	62	19	5	6	251	84
OR52I2	57	16	4	3	240	86
OR52J3	57	17	2	6	228	94
OR52K1	70	10	2	3	261	124
OR52K2	82	22	4	3	273	98
OR52L1	57	13	4	6	214	90
OR52M1	86	23	7	1	350	123
OR52N1	50	8	3	6	212	63
OR52N2	56	13	2	7	225	77
OR52N4	68	10	4	7	239	72
OR52N5	56	14	2	1	206	67
OR52R1	70	16	7	4	255	107
OR52W1	62	12	2	4	211	75
OR56A1	50	7	6	0	207	89
OR56A3	41	10	0	1	184	96
OR56A4	71	9	3	1	239	108
OR56B1	41	16	5	3	237	81
OR56B3P	56	8	4	0	204	91
OR56B4	46	10	2	1	227	69
OR5A1	40	16	0	2	218	92
OR5A2	42	8	1	2	200	75
OR5AC1	20	9	2	7	39	21
OR5AC2	43	13	4	5	233	98
OR5AK2	62	9	3	3	254	89
OR5AL1	0	0	1	6	7	6
OR5AN1	53	6	2	1	230	70
OR5AP2	54	7	4	2	195	67
OR5AR1	58	9	1	3	233	82
OR5AS1	54	16	4	2	230	92
OR5AU1	64	21	6	2	265	99
OR5B12	43	13	1	5	215	68
OR5B17	55	13	5	3	229	69
OR5B2	53	11	4	2	212	73
OR5B21	43	9	4	0	196	83
OR5B3	44	7	4	8	209	85
OR5C1	76	9	2	0	221	96
OR5D13	38	9	3	3	231	99
OR5D14	58	12	4	7	243	79
OR5D16	58	10	2	3	251	87
OR5D18	59	5	2	4	199	71
OR5F1	75	4	7	5	248	99
OR5G3	1	10	2	6	19	9
OR5G5P	0	0	0	1	1	0
OR5H1	61	20	7	3	275	83
OR5H14	59	20	13	2	264	107
OR5H15	70	14	11	6	262	91
OR5H2	48	13	4	3	217	58
OR5H6	62	10	7	9	289	98
OR5H8P	40	7	4	9	176	54
OR5I1	50	8	4	5	221	87
OR5J2	62	11	4	0	227	81
OR5K1	55	19	3	2	232	73
OR5K2	66	6	4	1	220	81
OR5K3	74	9	5	5	251	68
OR5K4	61	20	5	2	235	65
OR5L1	51	9	5	3	223	104
OR5L2	56	17	4	4	232	110
OR5M1	61	12	5	3	230	101
OR5M10	62	10	3	3	246	79
OR5M11	50	13	3	4	216	90
OR5M3	66	18	8	2	238	79
OR5M8	65	19	4	0	253	86
OR5M9	66	16	2	5	248	88
OR5P2	66	10	4	5	267	81
OR5P3	63	10	3	2	220	86
OR5R1	51	11	5	8	233	75
OR5T1	71	9	2	1	247	83
OR5T2	75	7	2	8	299	80
OR5T3	66	5	6	2	240	58
OR5V1	33	6	2	3	182	63
OR5W2	58	7	1	8	221	79
OR6A2	59	15	5	2	237	67
OR6B1	51	9	3	2	179	75
OR6B2	63	17	7	2	217	104
OR6B3	58	23	4	3	218	96
OR6C1	55	4	5	5	210	70
OR6C2	49	10	5	2	233	72
OR6C3	62	12	6	2	241	80
OR6C4	48	15	4	3	250	76
OR6C6	43	15	5	2	224	60
OR6C65	43	7	2	1	184	57
OR6C68	60	10	3	4	241	78
OR6C70	56	7	7	2	221	73
OR6C74	34	7	2	6	175	69
OR6C75	50	7	3	0	185	63
OR6C76	51	6	7	0	200	75
OR6F1	44	5	5	4	175	67
OR6J1	54	17	3	11	167	58
OR6K2	72	17	6	0	262	74
OR6K3	61	6	4	5	228	85
OR6K6	49	6	5	10	229	87
OR6M1	51	7	4	3	192	85
OR6N1	46	10	4	6	199	84
OR6N2	44	8	2	1	185	78
OR6P1	71	13	13	1	190	75
OR6Q1	43	15	6	4	199	69
OR6S1	67	8	3	5	245	93
OR6T1	55	11	3	4	219	96
OR6V1	32	8	3	4	179	64
OR6X1	51	12	3	1	172	72
OR6Y1	68	16	8	1	240	79
OR7A10	51	12	1	8	217	78
OR7A17	42	7	4	3	221	81
OR7A5	51	13	6	0	189	68
OR7C1	47	5	3	6	170	80
OR7C2	48	9	1	2	206	67
OR7D2	60	13	5	0	187	76
OR7D4	55	15	3	2	216	90
OR7E24	46	11	0	3	200	67
OR7G1	64	11	2	10	223	73
OR7G2	47	6	4	3	197	67
OR7G3	45	9	4	7	191	83
OR8A1	51	7	4	2	196	84
OR8B12	44	12	2	1	176	73
OR8B2	50	9	1	3	209	79
OR8B3	47	8	2	5	203	82
OR8B4	46	4	1	5	168	70
OR8B8	48	12	4	0	200	73
OR8D1	59	9	3	4	201	50
OR8D2	47	4	6	2	174	58
OR8D4	38	8	6	8	200	66
OR8G1	57	13	5	5	248	75
OR8G5	33	10	2	6	185	81
OR8H1	57	7	3	3	249	61
OR8H2	52	12	5	10	235	82
OR8H3	63	6	4	11	247	85
OR8I2	65	9	3	6	242	86
OR8J1	56	13	1	6	201	74
OR8J2	31	9	4	1	93	39
OR8J3	46	11	2	4	218	89
OR8K1	48	12	3	3	216	70
OR8K3	58	13	2	3	234	78
OR8K5	63	9	2	2	219	65
OR8S1	67	14	4	6	254	89
OR8U1	52	11	3	7	192	57
OR9A2	42	7	4	1	174	61
OR9A4	54	7	3	0	222	79
OR9G1	52	15	1	3	208	85
OR9G4	72	12	2	3	249	91
OR9I1	59	10	6	0	204	81
OR9K2	60	14	2	4	258	73
OR9Q1	53	16	2	1	202	71
OR9Q2	50	9	1	1	214	90
ORAI1	56	8	2	1	172	110
ORAI2	27	3	0	0	118	86
ORAI3	56	8	0	0	185	80
ORAOV1	39	9	1	0	154	39
ORC1	130	12	9	3	514	176
ORC2	56	9	0	0	251	85
ORC3	111	19	4	1	382	130
ORC4	65	6	2	2	278	65
ORC5	69	9	2	0	251	116
ORC6	48	3	0	0	176	52
ORM1	70	16	5	3	236	82
ORM2	82	18	7	7	262	97
ORMDL1	17	2	0	0	74	26
ORMDL2	22	4	1	0	85	32
ORMDL3	17	2	2	0	70	56
OS9	127	12	1	0	399	130
OSBP	41	15	0	0	233	157
OSBP2	171	19	9	2	589	275
OSBPL10	123	17	1	2	432	194
OSBPL11	82	8	1	0	287	134
OSBPL1A	106	13	7	2	472	177
OSBPL2	54	8	2	0	255	103
OSBPL3	127	17	5	0	501	234
OSBPL5	190	28	5	3	538	235
OSBPL6	99	14	4	2	474	181
OSBPL7	111	14	3	0	426	203
OSBPL8	87	14	1	0	341	142
OSBPL9	84	13	2	1	338	141
OSCAR	75	14	4	4	224	35
OSCP1	71	5	1	5	243	91
OSER1	32	5	0	1	151	66
OSGEP	64	12	0	1	207	62
OSGEPL1	46	5	2	1	200	56
OSGIN1	140	25	13	10	586	221
OSGIN2	55	8	2	0	224	99
OSM	58	13	1	0	160	61
OSMR	141	27	5	6	609	195
OSR1	20	2	0	0	103	74
OSR2	57	11	2	0	209	108
OST4	5	0	0	0	14	8
OSTC	24	2	0	0	83	34
OSTF1	20	6	0	0	113	36
OSTM1	44	4	2	0	150	75
OSTN	22	2	0	0	84	25
OSTN-AS1	0	0	0	0	1	0
OTC	35	2	0	2	93	50
OTOA	163	13	3	3	546	203
OTOF	446	65	18	10	1469	609
OTOG	641	133	33	15	1597	618
OTOGL	378	72	15	9	1261	391
OTOL1	104	16	4	1	309	89
OTOP1	130	24	11	5	421	153
OTOP2	138	14	6	1	384	150
OTOP3	144	33	5	5	490	163
OTOR	22	2	0	1	98	28
OTOS	20	7	1	0	65	26
OTP	43	5	2	0	138	73
OTUB1	43	5	0	0	162	61
OTUB2	41	6	2	0	156	69
OTUD1	67	15	2	1	143	85
OTUD3	60	7	3	2	193	63
OTUD4	118	19	4	1	478	209
OTUD5	18	2	1	0	46	81
OTUD6A	31	5	2	0	93	67
OTUD6B	55	6	2	1	175	58
OTUD7A	94	22	2	3	330	248
OTUD7B	118	21	0	0	460	191
OTX1	35	0	1	0	186	93
OTX2	28	3	0	0	124	65
OVCA2	76	5	2	0	193	76
OVCH1	169	45	7	10	691	207
OVCH1-AS1	53	8	0	3	135	45
OVCH2	110	15	8	10	377	116
OVGP1	117	14	9	5	455	148
OVOL1	27	8	1	0	122	68
OVOL2	42	1	3	0	120	60
OVOL3	70	10	5	1	170	58
OXA1L	111	16	6	2	389	124
OXCT1	40	3	2	0	188	112
OXCT1-AS1	0	0	0	0	4	0
OXCT2	106	20	5	3	263	102
OXER1	111	25	7	2	331	136
OXGR1	52	8	1	1	208	73
OXLD1	42	10	2	0	136	50
OXNAD1	55	16	2	2	240	58
OXR1	119	15	1	0	440	177
OXSM	59	4	3	1	278	71
OXSR1	34	4	0	1	173	110
OXT	16	1	0	0	55	24
OXTR	50	13	3	2	202	134
P2RX1	81	10	3	0	250	99
P2RX2	112	18	5	1	410	86
P2RX3	59	12	1	2	218	93
P2RX4	92	9	2	1	246	95
P2RX5	98	17	4	2	350	119
P2RX6	101	20	1	2	286	97
P2RX7	105	23	11	12	439	130
P2RY1	26	3	1	0	153	96
P2RY10	25	0	0	1	94	52
P2RY11	127	20	5	2	372	156
P2RY12	37	5	1	0	169	75
P2RY13	47	5	2	1	193	70
P2RY14	51	8	2	0	200	82
P2RY2	69	11	3	4	287	122
P2RY4	75	9	2	6	193	63
P2RY6	86	6	2	0	229	103
P2RY8	36	8	0	1	192	130
P4HA1	53	5	0	0	218	102
P4HA2	98	13	1	0	333	131
P4HA3	94	17	2	2	335	104
P4HB	70	10	0	0	237	134
P4HTM	69	9	1	0	289	134
PA2G4	18	2	0	0	85	66
PAAF1	62	14	2	2	243	74
PABPC1	33	9	2	2	145	112
PABPC1L	121	18	7	3	401	155
PABPC1L2A	0	2	0	0	2	8
PABPC1L2B	2	1	0	0	3	7
PABPC3	138	25	5	1	465	124
PABPC4	43	2	0	0	249	169
PABPC4L	70	5	3	2	196	71
PABPC5	36	2	1	0	96	67
PABPN1	29	4	0	0	100	59
PABPN1L	112	28	7	1	322	88
PACRG	64	7	3	0	191	84
PACRGL	50	9	5	0	187	64
PACS1	96	12	1	3	365	212
PACS2	141	18	3	4	470	318
PACSIN1	40	3	2	1	146	90
PACSIN2	77	8	7	0	293	154
PACSIN3	102	11	2	1	286	108
PADI1	142	26	8	0	499	190
PADI2	152	20	7	1	456	160
PADI3	137	32	13	2	459	175
PADI4	134	21	9	8	478	172
PADI6	3	0	0	1	14	0
PAEP	34	7	1	1	129	56
PAF1	64	12	2	0	265	98
PAFAH1B1	12	2	0	0	81	68
PAFAH1B2	57	6	2	1	153	72
PAFAH1B3	33	3	0	0	126	57
PAFAH2	97	14	3	0	287	91
PAG1	51	8	3	0	222	107
PAGE1	23	2	3	0	60	22
PAGE2	18	3	2	1	52	15
PAGE2B	15	3	1	0	48	15
PAGE3	23	3	1	1	55	17
PAGE4	12	1	0	0	35	10
PAGE5	16	1	1	0	45	19
PAGR1	51	2	0	0	141	67
PAH	100	24	3	0	331	106
PAICS	49	6	1	3	187	70
PAIP1	45	7	0	0	182	79
PAIP2	8	0	0	0	39	19
PAIP2B	14	1	1	0	64	20
PAK1	27	2	0	1	144	112
PAK1IP1	38	4	1	2	191	73
PAK2	25	1	0	0	127	108
PAK3	21	3	0	0	71	72
PAK4	132	22	4	3	403	203
PAK6	134	18	6	4	449	194
PAK7	91	10	2	3	347	175
PALB2	170	23	5	4	675	238
PALD1	179	26	10	5	546	234
PALLD	214	34	13	5	709	273
PALM	90	16	4	1	231	150
PALM2	33	3	3	0	118	66
PALM2-AKAP2	35	6	0	0	130	45
PALM3	119	12	8	5	297	116
PALMD	80	16	6	0	326	123
PAM	131	20	5	2	522	160
PAM16	57	4	3	3	158	41
PAMR1	150	26	4	2	524	178
PAN2	119	18	3	1	473	228
PAN3	71	9	2	0	296	151
PANK1	86	8	2	2	277	141
PANK2	110	6	3	2	344	165
PANK3	21	3	1	0	112	61
PANK4	124	13	3	3	463	316
PANX1	61	8	2	2	283	106
PANX2	86	19	5	2	281	206
PANX3	64	13	4	2	234	89
PAOX	103	11	4	4	373	111
PAPD4	48	12	2	0	235	83
PAPD5	50	7	1	1	165	126
PAPD7	62	5	2	0	221	145
PAPL	105	15	2	2	364	86
PAPLN	289	68	22	9	934	338
PAPOLA	78	8	1	2	280	156
PAPOLB	80	16	3	3	379	183
PAPOLG	59	4	0	0	287	122
PAPPA	175	30	7	2	747	368
PAPPA-AS1	21	4	0	5	56	13
PAPPA2	272	47	9	1	995	395
PAPSS1	81	9	1	1	297	127
PAPSS2	101	12	3	1	370	150
PAQR3	53	5	0	0	198	70
PAQR4	72	10	1	0	216	103
PAQR5	44	5	1	1	181	73
PAQR6	97	16	2	1	360	85
PAQR7	49	12	2	1	196	91
PAQR8	33	5	0	0	183	95
PAQR9	26	3	2	0	150	129
PARD3	199	24	8	0	743	287
PARD3B	257	42	8	4	866	270
PARD6A	52	4	0	1	175	84
PARD6B	49	3	2	1	164	81
PARD6G	55	7	1	0	172	107
PARG	62	8	1	0	158	79
PARGP1	1	0	0	0	2	0
PARK2	93	20	9	3	361	129
PARK7	35	4	2	0	114	39
PARL	50	9	1	1	238	90
PARM1	36	11	3	1	180	92
PARN	81	15	2	0	334	109
PARP1	138	25	3	3	568	279
PARP10	187	35	6	4	596	265
PARP11	51	1	0	0	207	49
PARP12	112	15	3	4	386	159
PARP14	169	22	8	3	772	356
PARP15	126	19	14	4	408	127
PARP16	57	10	1	0	190	80
PARP2	101	19	2	2	360	95
PARP3	106	23	4	2	357	113
PARP4	271	53	9	21	1042	372
PARP6	49	4	0	0	206	118
PARP8	90	15	5	1	429	180
PARP9	106	19	3	3	447	145
PARPBP	114	20	6	0	416	105
PARS2	70	8	1	3	290	109
PARVA	79	8	1	2	247	119
PARVB	97	12	7	2	295	106
PARVG	59	11	4	0	213	90
PASD1	121	22	6	2	343	133
PASK	266	47	13	9	932	371
PATE1	21	2	1	2	93	23
PATE2	20	5	1	0	81	27
PATE3	22	3	1	1	49	11
PATE4	17	2	3	2	59	15
PATL1	87	13	2	0	295	142
PATL2	99	16	5	3	302	100
PATZ1	71	5	0	1	307	236
PAWR	41	12	2	2	139	62
PAX1	124	22	4	1	410	181
PAX2	53	7	1	0	217	117
PAX3	45	14	1	1	250	131
PAX4	76	16	7	2	289	92
PAX5	56	6	3	2	190	80
PAX6	18	1	0	0	123	101
PAX7	94	11	2	0	323	188
PAX8	85	10	4	1	293	90
PAX8-AS1	0	1	0	0	2	0
PAX9	31	3	1	1	182	100
PAXBP1	85	11	2	0	355	154
PAXIP1	102	9	3	1	354	198
PAXIP1-AS2	19	5	1	0	60	19
PBDC1	35	5	0	0	93	28
PBK	46	5	3	2	188	65
PBLD	50	8	0	2	191	65
PBOV1	20	3	1	3	86	18
PBRM1	139	20	0	0	580	285
PBX1	24	2	0	2	110	95
PBX2	54	8	2	0	177	69
PBX3	38	4	1	0	171	88
PBX4	74	14	3	0	223	86
PBXIP1	122	22	6	1	448	163
PC	173	21	4	0	590	379
PCAT7	0	0	0	0	1	0
PCBD1	16	3	0	0	52	27
PCBD2	9	1	0	0	52	23
PCBP1	8	1	0	0	73	140
PCBP1-AS1	3	0	0	0	6	0
PCBP2	41	1	3	0	157	122
PCBP3	52	5	1	0	167	93
PCBP4	65	6	5	0	253	114
PCCA	127	11	5	1	468	134
PCCB	119	24	8	1	456	154
PCDH1	174	18	8	3	565	338
PCDH10	94	11	1	0	531	283
PCDH11X	149	14	4	2	389	217
PCDH11Y	246	13	2	3	264	81
PCDH12	186	37	11	4	693	281
PCDH15	431	73	18	9	1813	507
PCDH17	108	15	0	1	614	350
PCDH18	132	18	2	1	590	255
PCDH19	116	13	4	0	344	232
PCDH20	121	20	2	1	475	226
PCDH7	124	23	2	1	568	326
PCDH8	157	20	2	4	468	248
PCDH9	97	11	9	0	526	276
PCDHA1	120	23	9	3	572	271
PCDHA10	160	34	9	4	617	284
PCDHA11	160	14	11	1	603	288
PCDHA12	139	29	11	2	581	247
PCDHA13	130	10	6	0	555	253
PCDHA2	125	22	7	2	640	292
PCDHA3	131	17	2	6	617	303
PCDHA4	135	26	9	8	623	276
PCDHA5	139	17	6	4	593	284
PCDHA6	163	17	7	1	622	326
PCDHA7	153	21	4	4	610	307
PCDHA8	165	26	12	6	688	295
PCDHA9	178	45	11	8	693	306
PCDHAC1	149	29	11	2	625	216
PCDHAC2	79	10	2	0	384	234
PCDHB1	100	19	4	1	439	194
PCDHB10	194	42	12	10	692	308
PCDHB11	164	22	13	4	673	326
PCDHB12	165	33	14	2	686	327
PCDHB13	163	38	6	4	645	312
PCDHB14	155	27	11	2	623	297
PCDHB15	135	25	9	4	566	293
PCDHB16	158	18	10	11	576	274
PCDHB17	102	18	6	4	360	155
PCDHB2	137	22	7	5	529	229
PCDHB3	111	20	9	6	532	264
PCDHB4	141	26	10	5	548	276
PCDHB5	148	31	2	5	600	319
PCDHB6	138	20	10	10	614	269
PCDHB7	168	28	10	10	716	319
PCDHB8	150	32	12	14	612	295
PCDHGA1	139	20	5	4	560	222
PCDHGA10	114	23	4	2	490	221
PCDHGA11	119	15	8	1	494	219
PCDHGA12	148	20	7	1	624	264
PCDHGA2	134	26	8	3	583	242
PCDHGA3	140	24	4	4	562	269
PCDHGA4	126	19	7	3	526	187
PCDHGA5	168	24	2	2	616	231
PCDHGA6	154	22	12	1	617	272
PCDHGA7	134	26	6	3	594	229
PCDHGA8	137	14	12	5	596	226
PCDHGA9	119	26	5	0	502	190
PCDHGB1	137	26	3	3	540	269
PCDHGB2	133	15	3	6	541	226
PCDHGB3	123	26	9	3	553	236
PCDHGB4	121	20	6	2	515	186
PCDHGB6	143	17	7	3	494	211
PCDHGB7	107	16	10	2	510	194
PCDHGC3	89	8	0	0	432	208
PCDHGC4	77	8	4	1	377	158
PCDHGC5	104	12	2	1	436	173
PCDP1	163	33	8	6	551	159
PCED1A	71	9	5	0	270	121
PCED1B	62	6	1	0	265	118
PCF11	138	20	8	2	632	319
PCGF1	21	2	2	0	80	51
PCGF2	83	7	0	1	209	64
PCGF3	78	10	4	3	221	96
PCGF5	16	1	0	0	65	38
PCGF6	45	9	0	0	157	58
PCID2	51	4	0	0	237	96
PCIF1	79	14	0	0	321	191
PCK1	123	20	7	4	457	199
PCK2	181	35	10	4	561	160
PCLO	704	102	26	13	2854	1122
PCM1	427	58	14	7	1610	504
PCMT1	36	9	1	1	124	68
PCMTD1	35	7	1	2	135	68
PCMTD2	87	17	2	1	243	88
PCNA	11	1	0	0	62	52
PCNP	30	3	1	0	84	25
PCNT	689	128	31	29	2374	1012
PCNX	307	35	11	0	1211	492
PCNXL2	337	63	9	10	1252	521
PCNXL3	327	34	11	4	997	666
PCNXL4	201	38	5	6	816	262
PCOLCE	65	15	3	0	279	125
PCOLCE-AS1	0	0	0	0	3	0
PCOLCE2	98	10	3	2	297	56
PCP2	41	7	3	1	96	31
PCP4	13	0	0	1	37	8
PCP4L1	10	2	0	1	40	14
PCSK1	87	16	2	3	369	168
PCSK1N	35	7	0	0	44	22
PCSK2	51	5	0	0	203	173
PCSK4	257	46	9	6	717	168
PCSK5	291	54	21	24	1064	437
PCSK6	183	23	11	3	564	223
PCSK7	119	11	8	1	410	188
PCSK9	168	31	4	5	513	172
PCTP	38	10	1	3	166	60
PCYOX1	104	16	2	1	338	113
PCYOX1L	113	6	5	3	316	112
PCYT1A	82	17	3	3	263	115
PCYT1B	29	3	0	0	86	56
PCYT2	59	11	2	0	197	104
PDAP1	15	2	1	0	82	48
PDC	29	4	0	0	128	30
PDCD1	45	5	1	1	148	79
PDCD10	16	2	2	0	82	37
PDCD11	263	42	14	4	1031	391
PDCD1LG2	40	11	3	2	193	65
PDCD2	48	10	5	0	207	57
PDCD2L	64	8	1	0	224	79
PDCD4	62	3	2	1	280	94
PDCD5	26	2	1	1	93	19
PDCD6	39	8	1	0	123	53
PDCD6IP	102	17	4	4	421	181
PDCD7	39	8	2	0	179	67
PDCL	32	3	1	0	145	54
PDCL2	29	3	1	0	102	21
PDCL3	51	7	2	0	179	49
PDDC1	75	17	3	0	212	74
PDE10A	45	8	2	0	241	168
PDE11A	144	33	13	5	658	204
PDE12	60	4	2	2	299	133
PDE1A	81	11	2	0	318	116
PDE1B	58	8	3	0	249	91
PDE1C	119	18	7	2	412	176
PDE2A	137	23	4	2	465	263
PDE3A	144	22	3	1	620	300
PDE3B	182	11	7	0	614	256
PDE4A	155	23	5	1	506	267
PDE4B	70	9	0	1	339	180
PDE4C	137	17	6	2	475	163
PDE4D	95	15	1	0	363	199
PDE4DIP	421	91	46	19	1670	523
PDE5A	86	13	8	2	369	140
PDE6A	160	36	7	2	582	196
PDE6B	201	31	10	4	682	273
PDE6C	92	14	7	1	446	197
PDE6D	9	2	0	1	56	28
PDE6G	32	8	1	2	117	22
PDE6H	9	2	1	0	50	20
PDE7A	44	4	1	1	209	83
PDE7B	61	4	2	0	263	104
PDE8A	114	15	1	3	425	134
PDE8B	63	8	2	0	322	207
PDE9A	112	15	5	0	366	126
PDF	81	11	1	1	142	55
PDGFA	33	6	0	0	105	68
PDGFB	52	8	2	0	145	76
PDGFC	30	3	2	0	151	66
PDGFD	61	13	1	1	239	82
PDGFRA	114	23	4	1	495	243
PDGFRB	180	21	9	2	606	334
PDGFRL	86	20	5	0	343	130
PDHA1	45	12	3	4	120	69
PDHA2	63	13	5	0	284	97
PDHB	37	6	0	0	188	87
PDHX	107	17	6	5	348	121
PDIA2	188	41	18	7	548	242
PDIA3	77	11	2	1	292	104
PDIA4	122	21	8	1	429	187
PDIA5	102	14	3	0	317	132
PDIA6	90	10	1	4	301	104
PDIK1L	12	1	0	0	67	68
PDILT	114	32	5	5	384	153
PDK1	67	9	1	0	224	83
PDK2	37	3	1	0	177	119
PDK3	25	1	2	0	75	47
PDK4	57	4	2	1	243	95
PDLIM1	43	6	0	1	183	75
PDLIM2	119	20	4	3	327	132
PDLIM3	81	11	1	1	289	102
PDLIM4	47	4	1	2	201	82
PDLIM5	165	19	10	6	512	162
PDLIM7	145	23	6	3	398	112
PDP1	59	1	0	0	235	128
PDP2	76	11	2	0	260	137
PDPK1	41	8	1	0	151	91
PDPK2	1	0	0	0	1	0
PDPN	55	7	2	2	193	86
PDPR	165	40	9	5	563	198
PDRG1	14	3	0	0	71	23
PDS5A	67	8	1	0	309	217
PDS5B	84	16	1	0	420	257
PDSS1	49	8	2	1	201	68
PDSS2	46	6	2	2	237	79
PDX1	71	10	5	0	188	107
PDXDC1	134	24	10	3	504	197
PDXDC2P	4	0	0	0	9	0
PDXK	63	8	2	3	204	102
PDXP	30	3	5	0	88	49
PDYN	51	7	2	0	180	67
PDZD11	10	1	0	0	21	17
PDZD2	414	77	17	8	1524	721
PDZD3	134	19	8	1	398	138
PDZD4	104	12	2	0	253	171
PDZD7	151	21	4	1	456	175
PDZD8	126	15	4	3	528	271
PDZD9	31	3	2	0	127	57
PDZK1	90	16	2	2	237	61
PDZK1IP1	31	3	2	0	69	39
PDZRN3	191	29	5	2	689	351
PDZRN4	150	26	7	5	603	222
PEA15	4	1	0	0	30	36
PEAK1	240	30	8	3	992	316
PEAR1	205	23	6	7	686	270
PEBP1	28	1	2	0	94	53
PEBP4	61	16	5	5	198	61
PECR	61	5	2	2	197	70
PEF1	48	6	1	0	182	66
PEG10	24	3	0	0	127	69
PEG3	211	49	14	3	926	294
PELI1	25	5	0	0	161	104
PELI2	46	6	3	0	194	126
PELI3	53	8	2	0	232	143
PELO	44	4	0	1	216	85
PELP1	236	27	9	1	688	317
PEMT	63	10	3	2	180	55
PENK	82	11	4	1	296	90
PEPD	150	26	5	3	393	138
PER1	282	37	7	6	850	401
PER2	193	35	9	3	773	331
PER3	214	33	14	5	844	325
PERP	19	4	4	1	108	45
PES1	106	12	1	2	317	153
PET100	21	1	3	1	62	13
PET112	100	15	3	1	355	127
PET117	16	1	1	0	33	17
PEX1	158	29	6	1	675	217
PEX10	105	9	5	1	279	101
PEX11A	45	8	0	0	155	48
PEX11B	50	6	0	0	176	49
PEX11G	65	16	1	2	165	51
PEX12	49	7	5	0	204	71
PEX13	64	17	2	1	275	90
PEX14	49	11	4	0	179	122
PEX16	78	10	1	3	252	112
PEX19	51	9	2	0	239	47
PEX2	49	9	3	1	182	50
PEX26	69	6	7	1	217	73
PEX3	31	2	0	1	162	60
PEX5	110	14	6	0	390	153
PEX5L	59	10	2	0	223	135
PEX6	157	21	7	5	510	220
PEX7	58	5	1	0	184	76
PF4	20	4	0	0	62	27
PF4V1	18	3	1	0	71	33
PFAS	262	34	10	6	869	363
PFDN1	17	1	1	0	59	26
PFDN2	22	4	0	0	84	39
PFDN4	7	4	0	0	38	25
PFDN5	23	4	0	0	107	31
PFDN6	10	2	1	0	46	25
PFKFB1	90	16	1	0	217	59
PFKFB2	60	9	1	0	219	120
PFKFB3	104	18	2	4	370	182
PFKFB4	93	12	1	0	322	117
PFKL	159	19	6	2	544	252
PFKM	116	8	2	5	446	168
PFKP	218	26	6	0	705	350
PFN1	28	3	3	1	71	59
PFN2	16	0	2	0	70	37
PFN3	17	3	0	0	92	45
PFN4	19	3	2	0	81	27
PGA3	17	6	4	1	48	24
PGA4	13	6	1	0	20	10
PGA5	70	19	5	0	202	85
PGAM1	37	4	2	0	160	73
PGAM2	60	15	1	1	203	74
