gene	AF5	AF4	AF3	AF2	FUNC	SYN
PGAM4	48	7	3	2	119	41
PGAM5	48	7	2	2	148	68
PGAP1	104	15	1	0	426	150
PGAP2	111	16	0	0	321	63
PGAP3	63	10	2	0	165	76
PGBD1	108	14	4	8	428	134
PGBD2	100	14	0	2	392	132
PGBD3	88	12	3	1	365	135
PGBD4	75	7	3	0	301	110
PGBD5	79	12	3	4	317	164
PGC	79	13	4	3	319	123
PGD	67	6	0	2	243	126
PGF	47	7	0	0	134	53
PGGT1B	34	0	2	0	171	78
PGK1	54	7	0	0	146	55
PGK2	67	20	2	0	287	102
PGLS	54	11	3	0	156	69
PGLYRP1	37	6	2	0	130	39
PGLYRP2	101	16	4	6	366	143
PGLYRP3	59	9	6	4	210	98
PGLYRP4	79	11	4	5	250	98
PGM1	108	16	2	4	449	169
PGM2	93	20	5	1	385	121
PGM2L1	54	6	1	3	244	101
PGM3	75	12	0	3	302	109
PGM5	91	13	3	0	298	123
PGP	32	4	0	2	105	74
PGPEP1	56	5	1	0	153	43
PGPEP1L	54	6	4	7	192	71
PGR	112	24	4	4	452	233
PGRMC1	21	5	1	0	80	28
PGRMC2	38	7	2	0	133	84
PGS1	124	6	6	0	383	82
PHACTR1	107	15	14	2	427	189
PHACTR2	102	17	1	2	335	142
PHACTR3	84	16	1	1	279	155
PHACTR4	88	14	4	1	373	132
PHAX	46	7	3	1	221	91
PHB	19	0	1	0	84	61
PHB2	32	6	2	1	173	80
PHC1	115	16	3	3	403	195
PHC2	117	15	2	3	411	210
PHC3	99	16	9	0	489	217
PHEX	82	11	0	0	217	111
PHF1	75	9	2	1	292	90
PHF10	43	3	1	0	205	86
PHF11	47	7	1	0	173	44
PHF12	150	24	3	0	525	230
PHF13	33	0	2	0	126	104
PHF14	74	7	1	2	319	162
PHF19	37	9	1	0	204	141
PHF2	123	21	3	1	406	298
PHF20	114	12	2	1	427	186
PHF20L1	94	15	2	0	465	185
PHF21A	61	13	1	2	264	133
PHF21B	83	19	3	2	295	150
PHF23	54	5	1	0	207	117
PHF3	221	31	8	1	1034	392
PHF5A	0	0	0	0	5	25
PHF6	21	0	0	0	70	52
PHF7	36	3	2	0	176	86
PHF8	79	5	2	0	229	176
PHGDH	88	13	3	0	327	144
PHGR1	12	3	1	2	40	16
PHIP	94	4	0	3	522	319
PHKA1	144	18	3	1	402	180
PHKA2	154	23	4	1	423	264
PHKB	165	29	9	2	696	220
PHKG1	114	17	2	0	306	97
PHKG2	85	7	2	0	262	110
PHLDA1	69	10	3	1	196	108
PHLDA2	30	5	0	0	91	40
PHLDA3	11	4	0	1	82	55
PHLDB1	245	35	11	2	819	346
PHLDB2	214	24	10	1	796	284
PHLDB3	169	41	4	3	495	157
PHLPP1	200	34	9	2	723	381
PHLPP2	201	32	5	5	850	344
PHOSPHO1	61	7	1	0	153	69
PHOSPHO2	30	4	2	0	124	33
PHOX2A	23	4	0	0	66	31
PHOX2B	27	10	1	1	112	98
PHPT1	39	4	3	0	136	58
PHRF1	412	57	12	4	1269	605
PHTF1	119	10	3	0	452	129
PHTF2	68	7	2	1	295	123
PHYH	67	10	4	1	221	77
PHYHD1	72	18	3	1	278	43
PHYHIP	19	0	0	0	83	108
PHYHIPL	21	1	0	1	150	82
PHYKPL	134	21	3	1	430	129
PI15	33	7	1	0	137	61
PI16	76	12	4	2	261	119
PI3	25	4	1	3	78	32
PI4K2A	32	5	4	0	139	80
PI4K2B	59	5	0	2	198	69
PI4KA	265	23	0	1	969	522
PI4KAP2	7	0	0	0	10	0
PI4KB	71	6	4	0	305	195
PIANP	50	3	1	0	132	58
PIAS1	51	5	0	0	226	156
PIAS2	46	7	1	0	242	114
PIAS3	88	11	3	1	337	167
PIAS4	66	12	2	0	213	207
PIBF1	120	13	6	4	458	140
PICALM	50	8	2	0	282	127
PICK1	46	8	4	0	205	104
PID1	58	8	1	0	184	82
PIDD	263	31	5	2	715	291
PIEZO1	869	167	40	16	2146	1105
PIEZO2	423	53	12	10	1205	515
PIF1	138	34	12	3	409	130
PIFO	30	5	0	2	112	35
PIGA	32	4	0	1	106	52
PIGB	74	9	2	2	308	73
PIGC	46	7	2	1	158	43
PIGF	41	8	2	1	151	44
PIGG	205	36	10	5	700	260
PIGH	38	7	2	2	115	34
PIGK	53	3	0	1	217	76
PIGL	50	12	2	0	212	41
PIGM	49	6	1	2	240	94
PIGN	139	15	2	5	492	168
PIGO	153	19	3	0	610	282
PIGP	34	3	2	3	114	40
PIGQ	225	32	10	5	639	280
PIGR	101	19	3	3	407	223
PIGS	106	9	7	0	350	135
PIGT	128	13	2	2	381	162
PIGU	72	10	1	0	246	102
PIGV	74	6	3	0	286	96
PIGW	61	10	2	1	299	109
PIGX	33	9	2	0	136	43
PIGY	11	2	1	0	46	12
PIGZ	115	22	7	4	403	189
PIH1D1	50	7	3	5	249	84
PIH1D2	46	2	2	1	190	51
PIH1D3	17	0	1	0	58	27
PIK3AP1	89	16	4	3	372	189
PIK3C2A	192	21	5	1	794	275
PIK3C2B	265	42	13	2	866	385
PIK3C2G	241	50	10	5	911	260
PIK3C3	70	8	1	0	399	184
PIK3CA	36	4	0	1	196	146
PIK3CB	79	4	1	0	375	189
PIK3CD	97	16	4	1	379	327
PIK3CG	126	21	2	3	557	279
PIK3IP1	34	8	3	2	160	71
PIK3R1	65	9	0	1	298	141
PIK3R2	103	16	3	4	346	177
PIK3R3	87	15	2	1	346	84
PIK3R4	133	12	7	0	586	257
PIK3R5	113	23	4	0	382	200
PIK3R6	167	21	10	3	525	205
PIKFYVE	235	23	3	7	1021	409
PILRA	49	7	2	2	195	75
PILRB	87	14	6	2	262	55
PIM1	21	2	2	0	115	103
PIM2	31	6	0	0	83	56
PIM3	37	4	1	1	156	142
PIN1	19	2	0	0	86	46
PIN4	45	5	3	2	114	44
PINK1	132	18	3	3	358	167
PINLYP	32	5	1	0	94	44
PINX1	124	10	4	3	363	92
PIP	27	11	1	1	108	33
PIP4K2A	41	1	2	1	193	110
PIP4K2B	25	3	1	0	132	116
PIP4K2C	53	4	0	1	201	96
PIP5K1A	71	8	2	0	257	131
PIP5K1B	54	7	1	1	245	110
PIP5K1C	138	19	6	0	411	317
PIP5KL1	76	11	1	0	212	82
PIPOX	78	14	3	0	257	86
PIR	47	6	4	0	145	42
PIRT	24	5	1	0	84	37
PISD	98	16	5	1	328	146
PITHD1	16	1	0	0	76	38
PITPNA	13	3	1	0	82	64
PITPNB	9	1	0	0	57	35
PITPNC1	28	3	0	0	123	71
PITPNM1	191	23	9	0	611	388
PITPNM2	192	38	2	2	583	363
PITPNM3	146	15	3	2	478	288
PITRM1	223	66	9	16	864	331
PITX1	60	15	0	4	203	120
PITX2	58	9	4	2	254	95
PITX3	25	4	0	0	118	76
PIWIL1	80	6	2	1	356	182
PIWIL2	144	17	12	0	600	204
PIWIL3	161	43	12	4	616	180
PIWIL4	111	15	7	2	433	165
PJA1	97	10	2	2	241	90
PJA2	96	12	3	2	358	143
PKD1	1330	273	40	16	3523	2070
PKD1L1	461	84	24	15	1733	660
PKD1L2	722	142	52	71	2465	895
PKD1L3	11	2	0	0	36	0
PKD1P1	0	1	0	0	2	0
PKD1P5	1	0	0	0	1	0
PKD1P6	12	0	0	0	21	0
PKD2	155	16	4	2	482	213
PKD2L1	176	27	6	8	542	199
PKD2L2	77	20	0	2	320	91
PKDCC	99	13	3	4	284	80
PKDREJ	319	51	18	9	1179	448
PKHD1	610	103	32	11	2503	858
PKHD1L1	618	123	46	19	2524	788
PKIA	2	0	0	0	26	9
PKIB	7	5	0	0	40	18
PKIG	13	0	0	0	44	21
PKLR	91	15	4	0	374	149
PKM	69	8	1	1	294	119
PKMYT1	145	22	4	2	411	139
PKN1	249	30	6	5	620	258
PKN2	81	13	1	0	356	173
PKN3	168	34	5	0	547	221
PKNOX1	51	4	1	0	193	124
PKNOX2	58	5	1	0	216	127
PKP1	150	21	7	4	479	212
PKP2	171	28	10	2	581	211
PKP3	228	46	7	3	618	290
PKP4	181	24	10	0	694	264
PLA1A	83	12	6	3	296	112
PLA2G10	9	4	1	0	40	13
PLA2G12A	36	8	1	0	128	37
PLA2G12B	25	3	0	0	104	34
PLA2G15	83	12	1	1	305	73
PLA2G16	29	7	0	0	112	44
PLA2G1B	37	2	0	1	125	47
PLA2G2A	22	3	1	1	72	37
PLA2G2C	25	3	0	2	98	40
PLA2G2D	29	6	4	1	114	41
PLA2G2E	31	4	0	1	99	35
PLA2G2F	40	7	1	0	156	49
PLA2G3	91	22	7	5	353	140
PLA2G4A	50	12	2	1	288	140
PLA2G4C	107	24	9	9	376	147
PLA2G4D	175	29	11	12	575	208
PLA2G4E	161	32	10	4	527	230
PLA2G4F	186	39	8	6	675	174
PLA2G5	26	1	0	0	97	33
PLA2G6	196	34	6	3	578	178
PLA2G7	81	24	4	3	329	78
PLA2R1	232	40	8	5	894	268
PLAA	75	8	1	0	371	175
PLAC1	24	5	0	0	75	35
PLAC4	0	0	0	0	1	0
PLAC8	13	1	0	0	50	20
PLAC8L1	33	2	2	1	88	41
PLAC9	26	7	3	0	79	39
PLAG1	33	5	1	1	166	114
PLAGL1	47	4	5	0	209	115
PLAGL2	58	6	1	0	202	132
PLAT	101	15	3	2	375	144
PLAU	78	12	2	3	256	82
PLAUR	58	9	6	2	239	79
PLB1	316	56	17	7	1117	381
PLBD1	91	11	6	4	315	109
PLBD2	99	16	4	2	310	122
PLCB1	110	16	5	0	480	287
PLCB2	166	31	6	1	676	277
PLCB3	149	20	5	2	543	340
PLCB4	75	19	4	1	428	223
PLCD1	146	25	2	3	515	203
PLCD3	123	25	2	1	418	174
PLCD4	126	21	3	0	454	139
PLCE1	277	48	9	5	1190	469
PLCG1	139	16	0	3	564	301
PLCG2	191	24	14	4	766	432
PLCH1	208	22	8	2	838	326
PLCH2	384	84	16	9	1073	533
PLCL1	88	21	4	2	473	218
PLCL2	69	2	2	0	334	207
PLCL2-AS1	0	0	0	0	1	0
PLCXD1	114	17	5	1	343	146
PLCXD2	58	5	4	0	195	70
PLCXD3	36	2	0	0	174	83
PLCZ1	98	11	2	1	448	115
PLD1	185	31	7	3	706	192
PLD2	213	24	8	5	669	238
PLD3	97	20	2	0	332	100
PLD4	109	20	2	2	347	96
PLD5	47	13	0	1	228	108
PLD6	45	6	0	0	127	57
PLEC	1502	319	42	15	3875	2166
PLEK	47	9	3	3	197	70
PLEK2	58	6	2	1	207	78
PLEKHA1	76	11	2	1	278	75
PLEKHA2	51	6	3	2	170	96
PLEKHA3	28	3	2	1	129	46
PLEKHA4	156	36	6	6	520	194
PLEKHA5	145	27	4	2	616	234
PLEKHA6	229	29	6	3	646	248
PLEKHA7	256	32	6	4	811	293
PLEKHA8	51	10	1	0	261	101
PLEKHB1	72	15	0	0	199	75
PLEKHB2	103	21	1	1	267	72
PLEKHD1	98	15	1	0	224	81
PLEKHF1	54	11	0	0	201	85
PLEKHF2	15	0	0	0	77	31
PLEKHG1	208	29	10	5	784	365
PLEKHG2	259	49	13	7	836	312
PLEKHG3	229	49	13	2	780	300
PLEKHG4	226	26	7	4	694	280
PLEKHG4B	293	62	13	10	914	361
PLEKHG5	220	40	14	6	641	298
PLEKHG6	194	30	6	2	547	218
PLEKHG7	60	9	2	3	235	65
PLEKHH1	211	33	10	12	759	277
PLEKHH2	232	27	7	5	1007	320
PLEKHH3	111	12	5	3	406	167
PLEKHJ1	55	22	5	0	171	49
PLEKHM1	158	28	2	0	585	252
PLEKHM1P	5	1	0	0	13	0
PLEKHM2	174	22	4	1	501	277
PLEKHM3	93	16	3	1	385	166
PLEKHN1	217	57	10	4	593	242
PLEKHO1	57	10	2	1	259	106
PLEKHO2	72	12	2	4	285	115
PLEKHS1	66	14	4	1	310	107
PLET1	40	6	3	2	107	38
PLG	114	19	11	1	487	195
PLGLB1	7	6	2	1	16	5
PLGLB2	6	6	2	0	14	0
PLGRKT	32	1	1	2	125	38
PLIN1	130	18	9	2	371	146
PLIN2	91	9	3	1	344	85
PLIN3	121	15	2	3	331	151
PLIN4	320	106	20	15	1060	571
PLIN5	160	40	9	6	407	122
PLK1	75	11	3	0	267	161
PLK1S1	4	1	0	0	11	0
PLK2	30	6	1	0	212	161
PLK3	102	16	1	0	344	164
PLK4	102	15	3	3	495	186
PLK5	101	6	7	6	224	100
PLLP	33	5	0	0	90	50
PLN	6	0	0	0	22	5
PLOD1	163	19	8	3	529	224
PLOD2	111	18	6	1	441	149
PLOD3	173	32	4	3	533	206
PLP1	10	3	0	0	48	46
PLP2	27	7	1	0	76	30
PLRG1	41	10	1	1	216	76
PLS1	68	9	4	1	281	107
PLS3	43	2	1	1	122	95
PLSCR1	36	6	2	1	166	45
PLSCR2	31	6	2	1	150	52
PLSCR4	56	8	4	2	197	65
PLSCR5	48	6	2	0	189	62
PLTP	96	18	3	0	343	137
PLVAP	91	13	2	1	288	131
PLXDC1	82	10	6	4	301	102
PLXDC2	67	3	3	2	276	116
PLXNA1	280	35	5	0	962	637
PLXNA2	232	27	10	6	948	528
PLXNA3	372	57	6	2	887	552
PLXNA4	244	38	15	3	904	613
PLXNB1	291	50	10	1	1040	540
PLXNB2	333	52	11	5	982	648
PLXNB3	399	70	9	5	937	503
PLXNC1	161	11	6	3	542	342
PLXND1	300	52	11	8	889	510
PM20D1	93	15	5	7	331	123
PM20D2	69	10	1	1	197	74
PMAIP1	34	3	0	1	83	21
PMCH	14	2	0	0	80	37
PMEL	101	13	11	0	402	160
PMEPA1	46	9	3	1	166	106
PMF1	28	3	3	2	80	17
PMF1-BGLAP	36	8	3	2	154	30
PMFBP1	197	31	9	6	704	247
PML	214	32	6	4	776	303
PMM1	57	7	2	1	180	69
PMM2	75	14	3	1	266	66
PMP2	22	4	3	0	86	18
PMP22	57	5	3	3	168	37
PMPCA	134	12	2	2	424	177
PMPCB	95	16	7	2	403	115
PMS1	118	21	7	2	562	149
PMS2	179	30	9	7	594	189
PMS2P3	3	0	0	0	11	0
PMS2P5	4	0	0	1	5	0
PMVK	31	8	3	1	117	40
PNCK	77	12	3	0	206	77
PNISR	104	17	4	0	399	156
PNKD	112	19	4	1	328	113
PNKP	147	17	7	1	507	182
PNLDC1	93	12	3	0	338	156
PNLIP	63	10	0	0	267	112
PNLIPRP1	85	10	2	4	332	115
PNLIPRP2	118	14	8	8	353	5
PNLIPRP3	84	10	6	7	312	86
PNMA1	33	3	2	0	201	86
PNMA2	41	6	2	1	227	84
PNMA3	78	7	2	1	185	70
PNMA5	63	14	2	0	166	58
PNMA6B	0	2	1	0	3	0
PNMA6D	2	3	2	0	7	2
PNMAL1	66	15	1	2	289	135
PNMAL2	65	14	5	2	276	109
PNMT	59	13	2	0	171	70
PNN	94	11	4	2	378	149
PNO1	35	10	2	1	167	54
PNOC	27	4	0	1	97	38
PNP	44	3	2	1	184	64
PNPLA1	96	11	5	6	322	154
PNPLA2	88	24	5	2	348	161
PNPLA3	87	22	5	4	356	108
PNPLA4	50	5	1	0	114	45
PNPLA5	82	17	2	4	274	105
PNPLA6	161	13	5	2	611	412
PNPLA7	364	66	13	9	966	420
PNPLA8	103	9	4	0	428	136
PNPO	42	7	0	1	151	51
PNPT1	92	18	2	2	426	159
PNRC1	35	5	3	1	144	76
PNRC2	14	5	0	0	19	9
POC1A	58	14	2	0	222	94
POC1B	77	12	0	0	299	60
POC5	66	18	3	4	305	102
PODN	146	30	3	5	411	208
PODNL1	167	41	9	2	406	119
PODXL	87	21	4	5	322	149
PODXL2	79	13	3	0	275	136
POF1B	76	9	4	2	195	76
POFUT1	61	2	3	1	215	101
POFUT2	71	17	4	0	279	161
POGK	45	8	4	0	201	129
POGLUT1	69	12	3	0	252	104
POGZ	117	13	3	0	555	300
POLA1	157	14	3	0	390	205
POLA2	87	12	3	1	339	141
POLB	36	7	3	1	177	57
POLD1	251	28	11	1	691	322
POLD2	71	5	0	0	234	122
POLD3	59	15	3	1	270	88
POLD4	24	5	0	2	79	18
POLDIP2	36	3	0	4	142	79
POLDIP3	75	5	2	1	291	108
POLE	388	61	10	5	1421	609
POLE2	57	10	3	0	280	94
POLE3	20	2	0	0	89	40
POLE4	18	4	0	1	68	25
POLG	227	35	8	3	840	335
POLG2	57	17	2	2	311	101
POLH	108	15	6	2	393	137
POLI	129	19	3	3	428	132
POLK	115	20	4	0	503	138
POLL	121	17	2	2	407	114
POLM	165	27	5	3	463	127
POLN	165	33	9	5	600	173
POLQ	366	51	21	12	1509	450
POLR1A	218	24	8	4	790	405
POLR1B	110	20	5	3	509	233
POLR1C	64	15	4	1	309	98
POLR1D	32	2	0	1	141	50
POLR1E	97	13	4	5	312	99
POLR2A	95	6	0	1	537	638
POLR2B	30	2	0	0	216	199
POLR2C	21	3	0	0	108	56
POLR2D	12	1	0	0	43	25
POLR2E	70	7	3	1	200	83
POLR2F	67	15	3	1	228	55
POLR2G	11	0	0	0	61	40
POLR2H	17	1	1	0	66	29
POLR2I	12	0	1	0	65	17
POLR2J	15	1	0	0	50	41
POLR2J2	13	7	3	2	26	9
POLR2J3	39	16	7	6	83	31
POLR2J4	2	0	0	0	7	0
POLR2K	10	0	0	0	37	13
POLR2L	10	0	0	0	47	32
POLR2M	72	13	3	1	283	90
POLR3A	145	13	5	1	660	300
POLR3B	104	8	5	2	479	214
POLR3C	82	15	5	0	299	124
POLR3D	65	8	2	1	233	93
POLR3E	117	17	1	1	425	221
POLR3F	25	4	1	0	134	52
POLR3G	39	5	0	0	141	40
POLR3GL	40	6	1	0	129	40
POLR3H	53	10	1	1	216	81
POLR3K	14	1	0	1	77	31
POLRMT	342	60	12	6	1056	584
POM121	300	55	17	11	795	367
POM121C	255	59	11	15	655	328
POM121L10P	0	0	0	0	2	0
POM121L12	83	22	6	4	304	136
POM121L2	146	18	5	15	460	155
POM121L4P	0	0	0	0	1	0
POM121L7	31	31	18	7	87	39
POMC	67	9	3	0	211	87
POMGNT1	135	12	4	2	469	155
POMGNT2	110	19	3	0	349	174
POMK	52	14	2	0	201	92
POMP	11	1	0	0	50	26
POMT1	140	17	5	6	516	198
POMT2	159	17	3	2	516	179
POMZP3	74	12	4	5	218	77
PON1	57	12	4	2	198	64
PON2	51	9	3	3	204	77
PON3	61	11	6	1	235	67
POP1	155	26	3	2	560	200
POP4	55	8	5	2	170	57
POP5	23	4	1	0	94	32
POP7	22	1	1	0	80	40
POPDC2	61	11	1	1	231	94
POPDC3	37	1	1	1	154	63
POR	240	38	4	1	643	199
PORCN	61	5	0	0	141	58
POSTN	97	15	3	1	443	168
POT1	69	11	1	3	284	131
POTEA	3	0	1	0	10	0
POTEB	11	2	2	4	19	8
POTEB2	23	6	6	8	46	22
POTEC	105	18	6	9	339	94
POTED	69	16	6	0	112	18
POTEE	234	54	29	2	619	237
POTEF	271	43	11	13	686	236
POTEG	100	43	7	12	267	78
POTEH	73	41	9	10	237	79
POTEI	164	56	23	16	444	160
POTEJ	220	60	22	4	514	177
POTEM	85	34	9	9	178	51
POU1F1	27	4	2	0	170	60
POU2AF1	25	4	1	0	128	88
POU2F1	65	13	3	1	310	178
POU2F2	109	14	7	1	320	143
POU2F3	78	15	2	3	266	101
POU3F1	28	4	2	0	73	83
POU3F2	28	4	2	0	113	119
POU3F3	18	6	0	0	70	106
POU3F4	30	4	0	1	85	76
POU4F1	20	0	3	0	80	85
POU4F2	66	9	3	1	241	157
POU4F3	44	4	0	0	211	95
POU5F1	34	4	1	1	141	78
POU5F1B	58	20	2	4	246	100
POU5F2	44	2	0	0	200	89
POU6F1	41	2	1	0	131	77
POU6F2	118	15	8	1	403	175
PP13004	20	7	0	1	64	20
PP13439	33	3	0	1	66	21
PP2D1	110	25	7	2	290	94
PPA1	30	4	0	0	154	54
PPA2	66	9	2	2	218	79
PPAN	139	18	4	1	402	169
PPAN-P2RY11	13	2	1	1	33	0
PPAP2A	28	5	3	0	188	56
PPAP2B	32	4	0	0	136	68
PPAP2C	55	12	5	1	184	75
PPAPDC1A	53	3	0	0	174	53
PPAPDC1B	51	7	1	0	155	49
PPAPDC2	46	1	5	1	216	105
PPAPDC3	69	4	2	1	168	82
PPARA	48	13	1	2	212	134
PPARD	50	3	0	0	173	108
PPARG	32	2	0	1	198	117
PPARGC1A	112	10	4	2	411	180
PPARGC1B	194	30	13	6	657	297
PPAT	32	4	1	1	170	86
PPBP	29	5	0	0	99	31
PPCDC	30	8	0	1	120	42
PPCS	43	9	0	0	173	82
PPDPF	32	7	0	0	125	56
PPEF1	71	1	1	1	165	80
PPEF2	127	28	7	6	503	181
PPFIA1	213	34	4	3	744	247
PPFIA2	89	11	5	0	450	236
PPFIA3	80	3	0	2	325	270
PPFIA4	207	41	2	6	667	230
PPFIBP1	149	16	8	2	593	185
PPFIBP2	208	30	5	4	720	207
PPHLN1	89	12	5	4	335	114
PPIA	17	0	1	0	63	39
PPIAL4A	45	9	4	0	60	18
PPIAL4B	0	0	0	2	2	1
PPIAL4C	0	0	0	2	2	4
PPIAL4D	0	1	8	5	14	5
PPIAL4G	31	4	5	5	122	23
PPIB	39	4	0	0	137	65
PPIC	34	11	2	2	138	46
PPID	60	4	4	2	217	88
PPIE	48	10	1	1	185	54
PPIF	47	7	1	0	128	42
PPIG	80	18	2	3	373	144
PPIH	22	2	3	0	116	54
PPIL1	31	1	0	1	96	36
PPIL2	94	15	2	1	315	142
PPIL3	22	3	1	1	101	20
PPIL4	57	7	1	0	256	62
PPIL6	58	10	0	1	207	59
PPIP5K1	70	18	3	0	250	98
PPIP5K2	101	11	3	2	484	216
PPL	495	74	15	6	1560	623
PPM1A	40	6	1	0	155	76
PPM1B	61	6	1	0	259	83
PPM1D	56	16	2	0	246	109
PPM1E	69	8	3	0	265	138
PPM1F	90	7	6	2	277	130
PPM1G	26	6	0	0	144	88
PPM1H	71	8	2	0	235	124
PPM1J	87	27	3	4	299	86
PPM1K	47	11	1	0	206	85
PPM1L	28	3	1	0	135	89
PPM1M	79	9	3	0	261	97
PPM1N	98	20	6	2	270	112
PPME1	37	7	1	0	149	53
PPOX	59	9	2	1	274	119
PPP1CA	22	3	0	1	115	110
PPP1CB	9	2	0	0	53	65
PPP1CC	23	1	1	0	122	68
PPP1R10	77	6	1	0	385	208
PPP1R11	11	1	0	0	43	26
PPP1R12A	99	16	3	0	373	181
PPP1R12B	147	20	2	0	561	186
PPP1R12C	118	26	6	2	383	214
PPP1R13B	187	21	4	0	623	281
PPP1R13L	137	21	3	0	429	221
PPP1R14A	38	7	3	0	84	32
PPP1R14B	26	2	0	0	74	38
PPP1R14C	18	4	0	1	70	37
PPP1R14D	33	3	3	0	112	19
PPP1R15A	144	29	11	15	510	186
PPP1R15B	95	14	4	3	451	157
PPP1R16A	123	23	1	0	397	161
PPP1R16B	58	3	1	0	231	129
PPP1R17	25	7	0	2	97	32
PPP1R18	67	14	8	1	298	122
PPP1R1A	31	2	2	2	115	43
PPP1R1B	17	5	1	1	100	45
PPP1R1C	16	3	0	0	58	13
PPP1R2	21	4	2	0	99	39
PPP1R21	147	21	2	0	573	175
PPP1R26	263	46	12	7	774	390
PPP1R27	32	2	0	0	115	49
PPP1R32	92	19	10	3	330	97
PPP1R35	43	8	2	0	147	69
PPP1R36	65	17	5	2	273	71
PPP1R37	113	14	6	5	302	184
PPP1R3A	153	27	12	5	651	217
PPP1R3B	53	9	1	2	216	77
PPP1R3C	49	6	1	0	186	77
PPP1R3D	51	7	3	0	177	77
PPP1R3E	56	8	1	0	75	28
PPP1R3F	128	17	4	2	323	150
PPP1R3G	66	14	2	2	206	99
PPP1R42	36	2	1	0	122	51
PPP1R7	45	9	1	2	181	101
PPP1R8	19	2	1	0	89	83
PPP1R9A	142	21	6	4	664	234
PPP1R9B	80	5	5	8	225	175
PPP2CA	5	1	0	0	31	83
PPP2CB	19	3	0	0	91	73
PPP2R1A	31	4	3	1	179	159
PPP2R1B	108	18	4	1	406	138
PPP2R2A	29	3	2	0	131	82
PPP2R2B	64	9	0	1	269	110
PPP2R2C	31	6	0	0	143	143
PPP2R2D	50	3	0	1	185	91
PPP2R3A	168	27	13	5	686	239
PPP2R3B	172	30	9	4	475	257
PPP2R3C	59	5	1	0	244	92
PPP2R4	72	14	4	3	271	117
PPP2R5A	28	1	0	1	145	75
PPP2R5B	52	4	0	0	188	117
PPP2R5C	82	17	4	1	299	138
PPP2R5D	38	2	0	0	183	114
PPP2R5E	13	1	0	0	79	103
PPP3CA	19	3	0	0	122	105
PPP3CB	29	4	0	0	143	104
PPP3CC	71	7	4	0	269	95
PPP3R1	4	0	0	0	18	25
PPP3R2	30	5	2	0	120	43
PPP4C	15	0	0	0	98	100
PPP4R1	92	18	5	3	414	159
PPP4R1L	143	26	3	4	366	112
PPP4R2	56	10	4	0	234	92
PPP4R4	97	11	3	0	453	151
PPP5C	37	6	0	0	189	131
PPP5D1	34	5	1	0	94	37
PPP6C	28	2	1	0	104	79
PPP6R1	148	27	8	1	534	272
PPP6R2	155	29	9	5	567	269
PPP6R3	104	13	3	1	420	193
PPRC1	239	24	13	4	928	384
PPT1	52	6	2	2	200	78
PPT2	21	5	1	2	129	51
PPT2-EGFL8	3	1	1	0	15	3
PPTC7	18	1	1	0	75	71
PPWD1	64	12	0	0	337	96
PPY	15	5	1	1	67	39
PPY2	2	0	0	0	4	0
PQBP1	37	0	0	0	76	50
PQLC1	63	10	2	2	204	107
PQLC2	63	6	2	2	184	88
PQLC3	55	10	2	0	139	42
PRAC1	12	2	2	0	40	10
PRADC1	42	1	0	1	114	46
PRAF2	13	0	1	0	30	15
PRAM1	119	24	4	6	471	207
PRAME	111	18	6	3	414	155
PRAMEF1	129	30	14	11	399	164
PRAMEF10	127	38	19	11	296	105
PRAMEF11	130	25	16	6	411	137
PRAMEF12	99	10	7	5	341	165
PRAMEF13	31	17	2	8	89	24
PRAMEF14	41	11	0	0	100	52
PRAMEF15	13	6	5	1	25	10
PRAMEF16	46	14	3	3	71	33
PRAMEF17	84	34	9	1	174	67
PRAMEF18	54	9	2	3	111	30
PRAMEF19	28	3	0	8	68	20
PRAMEF2	110	48	21	17	462	172
PRAMEF20	33	15	2	1	81	22
PRAMEF21	14	10	4	1	29	7
PRAMEF22	37	17	6	10	94	25
PRAMEF26	67	18	9	5	149	54
PRAMEF3	10	7	2	5	24	9
PRAMEF4	125	35	13	20	458	133
PRAMEF5	27	14	7	9	57	23
PRAMEF6	108	51	25	10	251	93
PRAMEF7	36	11	3	1	77	28
PRAMEF9	0	1	0	1	2	0
PRAP1	0	0	0	0	1	0
PRB1	84	20	4	1	259	77
PRB2	132	30	5	3	444	124
PRB3	97	27	4	6	308	69
PRB4	78	14	6	7	285	63
PRC1	118	6	2	4	421	141
PRCC	71	10	1	2	247	148
PRCD	11	2	1	0	44	14
PRCP	68	12	3	2	313	109
PRDM1	89	15	4	3	399	184
PRDM10	100	18	5	2	502	303
PRDM11	164	30	3	1	429	212
PRDM12	36	4	2	0	130	88
PRDM13	104	21	4	0	387	181
PRDM14	52	6	1	1	247	115
PRDM15	251	37	5	7	797	399
PRDM16	265	48	6	2	769	460
PRDM2	213	39	10	7	910	423
PRDM4	106	14	1	0	416	154
PRDM5	88	11	1	2	358	139
PRDM6	118	27	3	2	243	135
PRDM7	86	26	6	5	365	70
PRDM8	106	13	4	0	343	173
PRDM9	168	33	10	1	596	189
PRDX1	35	0	0	0	128	39
PRDX2	43	5	1	0	130	60
PRDX3	40	3	4	0	162	54
PRDX4	37	5	3	1	119	57
PRDX5	34	6	2	1	140	61
PRDX6	24	2	0	0	88	45
PREB	70	12	5	0	262	81
PRED57	0	0	0	3	3	0
PRED58	0	0	0	1	1	0
PRED60	0	0	0	1	1	0
PRED62	5	0	1	2	19	10
PRELID1	31	6	1	0	137	37
PRELID2	29	4	0	1	112	26
